,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.surveycode,Approve,Reject,SurveyCode,Status,ID
35,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3GD6L00D3SXXDA6RNTMSLMPQLIRM1T,A2NBBQ3DKW5MV3,Submitted,Thu Nov 19 17:43:45 PST 2020,Thu Nov 19 18:00:55 PST 2020,Sun Nov 22 18:00:55 PST 2020,,,,1030,0% (0/0),0% (0/0),0% (0/0),Xfs430,x,,Xfs430,Completed,100.0
36,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3GGAI1SQEVYH0DGP3QBC2I8HPFICM9,A1SZYHSO9HILZ,Submitted,Thu Nov 19 16:48:07 PST 2020,Thu Nov 19 17:30:56 PST 2020,Sun Nov 22 17:30:56 PST 2020,,,,2569,100% (1/1),100% (1/1),0% (0/0),DbLMSE,x,,DbLMSE,Completed,74.0
37,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3GLB5JMZFXVRDVQHSJ8S9J62ETIGD5,A1R8A8BK2VN7RH,Submitted,Thu Nov 19 18:46:54 PST 2020,Thu Nov 19 19:19:16 PST 2020,Sun Nov 22 19:19:16 PST 2020,,,,1942,0% (0/0),0% (0/0),0% (0/0),AwOUNQ,x,,AwOUNQ,Completed,125.0
38,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3HHRAGRYX8532IUY4MGYSWWEEUU9O4,AWE9A4ZOP9LNU,Submitted,Thu Nov 19 16:46:19 PST 2020,Thu Nov 19 17:38:07 PST 2020,Sun Nov 22 17:38:07 PST 2020,,,,3108,0% (0/0),0% (0/0),0% (0/0),E83eLX,x,,E83eLX,Completed,77.0
39,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3J2UYBXQQLCVHI0H4UBBIL9UQQF063,A1KLAGM9CCOFBN,Submitted,Thu Nov 19 18:48:17 PST 2020,Thu Nov 19 19:47:31 PST 2020,Sun Nov 22 19:47:31 PST 2020,,,,3554,0% (0/0),0% (0/0),0% (0/0),A1KLAGM9CCOFBN,,"
        Could not verify completion code. If you believe this is a mistake, please contact the requester.
        ",TM3TpO,Completed,127.0
40,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3JAOYWH7VI4VWXR1RU060FSKJPUL94,A1ZSLD5Y0P68JM,Submitted,Thu Nov 19 17:47:13 PST 2020,Thu Nov 19 18:03:57 PST 2020,Sun Nov 22 18:03:57 PST 2020,,,,1004,0% (0/0),0% (0/0),0% (0/0),p4M83f,x,,p4M83f,Completed,93.0
41,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3JV9LGBJWTEIHSH6ISM8KDI1I7POGA,A1FWZ1XJA1W8MK,Submitted,Thu Nov 19 18:47:25 PST 2020,Thu Nov 19 19:05:55 PST 2020,Sun Nov 22 19:05:55 PST 2020,,,,1110,0% (0/0),0% (0/0),0% (0/0),chfqgq,,"
        Could not verify completion code. If you believe this is a mistake, please contact the requester.
        ",ChFqGq,Completed,123.0
42,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3K3R2QNK8B3YFNEV08S7R2O3WGI9UH,A1OWYFBN35SFTT,Submitted,Thu Nov 19 16:46:21 PST 2020,Thu Nov 19 17:19:04 PST 2020,Sun Nov 22 17:19:04 PST 2020,,,,1963,0% (0/0),0% (0/0),0% (0/0),dnW48Y,x,,dnW48Y,Completed,59.0
43,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3K5TEWLKGVBR33WY9S8P0HPPTDEIVY,A266I2UK9E1IO,Submitted,Thu Nov 19 16:46:19 PST 2020,Thu Nov 19 17:41:10 PST 2020,Sun Nov 22 17:41:10 PST 2020,,,,3291,0% (0/0),0% (0/0),0% (0/0),l2907Y,x,,l2907Y,Completed,86.0
44,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3KOPY89HM823M5EL70NJTNC6F8AJ3E,A34DYM8J0X5VK,Submitted,Thu Nov 19 16:46:22 PST 2020,Thu Nov 19 16:55:31 PST 2020,Sun Nov 22 16:55:31 PST 2020,,,,549,0% (0/0),0% (0/0),0% (0/0),DUGoqy,x,,DUGoqy,Completed,15.0
45,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3KRVW3HTZNLX7U5L0C1CHNCZBI9SMO,AVINXZZV3FNG7,Submitted,Thu Nov 19 17:47:13 PST 2020,Thu Nov 19 18:11:11 PST 2020,Sun Nov 22 18:11:11 PST 2020,,,,1438,0% (0/0),0% (0/0),0% (0/0),NZaQrL,x,,NZaQrL,Completed,95.0
46,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3KYQYYSHYV7F587FG2L0ESF45F9OD0,A2VO8C41JJIQY9,Submitted,Thu Nov 19 16:46:23 PST 2020,Thu Nov 19 17:14:49 PST 2020,Sun Nov 22 17:14:49 PST 2020,,,,1706,0% (0/0),0% (0/0),0% (0/0),wqttLl,x,,wqttLl,Completed,61.0
47,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3LKC68YZ3A3EEE76XXQQ6G4PCVFOW9,A7OZPNXIVO1FX,Submitted,Thu Nov 19 16:47:36 PST 2020,Thu Nov 19 17:09:26 PST 2020,Sun Nov 22 17:09:26 PST 2020,,,,1310,0% (0/0),0% (0/0),0% (0/0),nXPbjI,x,,nXPbjI,Completed,38.0
48,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3M68NM076H7JHCKGY7UQ2HAHZG6R6K,A22T69YW4WUANF,Submitted,Thu Nov 19 16:46:24 PST 2020,Thu Nov 19 17:32:26 PST 2020,Sun Nov 22 17:32:26 PST 2020,,,,2762,0% (0/0),0% (0/0),0% (0/0),jy4od3,x,,jy4od3,Completed,66.0
49,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3MH9DQ757WCDUX13EEYHJJAQ0TDGUF,AKNU5D6QK7M72,Submitted,Thu Nov 19 16:46:23 PST 2020,Thu Nov 19 17:14:43 PST 2020,Sun Nov 22 17:14:43 PST 2020,,,,1700,0% (0/0),0% (0/0),0% (0/0),lhZyAw,x,,lhZyAw,Completed,46.0
50,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3MMN5BL1WZ4TNDK6AX0B9F4NJ25M3L,A3FXXVWB4808XQ,Submitted,Thu Nov 19 16:46:23 PST 2020,Thu Nov 19 17:02:18 PST 2020,Sun Nov 22 17:02:18 PST 2020,,,,955,0% (0/0),0% (0/0),0% (0/0),cOexlX,x,,cOexlX,Completed,29.0
51,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3NJM2BJS4W6NLGD2V634JM2CUKTCP5,A1198W1SPF1R4,Submitted,Thu Nov 19 17:44:37 PST 2020,Thu Nov 19 18:40:34 PST 2020,Sun Nov 22 18:40:34 PST 2020,,,,3357,0% (0/0),0% (0/0),0% (0/0),"A1198W1SPF1R4, will email code soon",,"
        Could not verify completion code. If you believe this is a mistake, please contact the requester.
        ",,InProgress,117.0
52,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3NKQQ8O39Y5AIDRCCOX9DY7TN1XDU2,A19JKKHEYCC2ER,Submitted,Thu Nov 19 16:46:19 PST 2020,Thu Nov 19 17:05:42 PST 2020,Sun Nov 22 17:05:42 PST 2020,,,,1163,0% (0/0),0% (0/0),0% (0/0),KSZgH0,x,,KSZgH0,Completed,55.0
53,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3NL0RFNU0FNJFL37PZSE474P8X64KJ,AKFVQAAQZYIU3,Submitted,Thu Nov 19 17:01:48 PST 2020,Thu Nov 19 17:24:15 PST 2020,Sun Nov 22 17:24:15 PST 2020,,,,1347,0% (0/0),0% (0/0),0% (0/0),v2izSl,x,,v2izSl,Completed,62.0
54,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3NLZY2D53PP1OW8N8WBSMAI9TPTLQL,A2JDYN6QM8M5UN,Submitted,Thu Nov 19 16:46:21 PST 2020,Thu Nov 19 16:55:15 PST 2020,Sun Nov 22 16:55:15 PST 2020,,,,534,0% (0/0),0% (0/0),0% (0/0),Xj7MM4,x,,Xj7MM4,Completed,27.0
55,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3OONKJ5DKCJMQB9V26UUJ2R42UXOBT,ALPH6Y4RS0G8C,Submitted,Thu Nov 19 17:46:42 PST 2020,Thu Nov 19 18:26:44 PST 2020,Sun Nov 22 18:26:44 PST 2020,,,,2402,0% (0/0),0% (0/0),0% (0/0),PwezCY,x,,PwezCY,Completed,108.0
56,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3OS46CRSLFZBAJ1X7RZ03EZKKMOV6M,A3OLBTISKEB354,Submitted,Thu Nov 19 18:47:35 PST 2020,Thu Nov 19 19:21:19 PST 2020,Sun Nov 22 19:21:19 PST 2020,,,,2024,0% (0/0),0% (0/0),0% (0/0),lC8Ro8.,,"
        Could not verify completion code. If you believe this is a mistake, please contact the requester.
        ",lC8Ro8,Completed,122.0
57,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3OVHNO1VE61R4CLMIBWHUQM8PJCDZR,A1TJ4ACIYM4HM4,Submitted,Thu Nov 19 16:46:21 PST 2020,Thu Nov 19 17:28:48 PST 2020,Sun Nov 22 17:28:48 PST 2020,,,,2547,0% (0/0),0% (0/0),0% (0/0),F0MFQF,x,,F0MFQF,Completed,83.0
58,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3PB5A5BD0V6BWMP716569RW6SIF7G3,A32T0OHRDB1AO5,Submitted,Thu Nov 19 16:46:21 PST 2020,Thu Nov 19 17:27:51 PST 2020,Sun Nov 22 17:27:51 PST 2020,,,,2490,0% (0/0),0% (0/0),0% (0/0),zGslyv,x,,zGslyv,Completed,72.0
59,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3PPTZCWALQKLTLPRNX21UPT78Y1QZ9,A2WJMGV0HKQG3Z,Submitted,Thu Nov 19 16:46:22 PST 2020,Thu Nov 19 16:57:31 PST 2020,Sun Nov 22 16:57:31 PST 2020,,,,669,0% (0/0),0% (0/0),0% (0/0),U6EClR.,,"
        Could not verify completion code. If you believe this is a mistake, please contact the requester.
        ",U6EClR,Completed,17.0
60,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3PS7W85Z8Z2JFAZ6032XM621D2B9TQ,A12FTSX85NQ8N9,Submitted,Thu Nov 19 16:46:20 PST 2020,Thu Nov 19 16:56:07 PST 2020,Sun Nov 22 16:56:07 PST 2020,,,,587,0% (0/0),0% (0/0),0% (0/0),JUTtAz,x,,JUTtAz,Completed,10.0
61,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3QL2OFSM96INIV1PFRQCFXXHU5SCN9,A3774HPOUKYTX7,Submitted,Thu Nov 19 16:46:20 PST 2020,Thu Nov 19 17:14:52 PST 2020,Sun Nov 22 17:14:52 PST 2020,,,,1712,0% (0/0),0% (0/0),0% (0/0),uYHZcw,x,,uYHZcw,Completed,39.0
62,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3QY5DC2MXRK7GX583USZ1YAEZELFUN,ACMDY31Q38UPZ,Submitted,Thu Nov 19 19:48:06 PST 2020,Thu Nov 19 20:15:32 PST 2020,Sun Nov 22 20:15:32 PST 2020,,,,1646,0% (0/0),0% (0/0),0% (0/0),uzWvTy,x,,uzWvTy,Completed,129.0
63,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3R0T90IZ1SCH83K3SNDHPDOKTT6GC5,A2RY4MK1FONYH1,Submitted,Thu Nov 19 16:46:20 PST 2020,Thu Nov 19 17:07:07 PST 2020,Sun Nov 22 17:07:07 PST 2020,,,,1247,0% (0/0),0% (0/0),0% (0/0),MD4pvV,x,,MD4pvV,Completed,45.0
64,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3RKNTXVS3MYD38ULD8FPAT1T3LC4A4,A3D2GO0IFRFN6R,Submitted,Thu Nov 19 16:46:19 PST 2020,Thu Nov 19 17:42:44 PST 2020,Sun Nov 22 17:42:44 PST 2020,,,,3385,0% (0/0),0% (0/0),0% (0/0),ZOhvBH,x,,ZOhvBH,Completed,87.0
65,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3RRCEFRB7MCIMIZDJMFL54LZL3X4BZ,A90G0G4SJ26BM,Submitted,Thu Nov 19 18:47:25 PST 2020,Thu Nov 19 19:23:28 PST 2020,Sun Nov 22 19:23:28 PST 2020,,,,2163,0% (0/0),0% (0/0),0% (0/0),KPzPpj,x,,KPzPpj,Completed,124.0
66,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3S4AW7T80BIUZRLPAZ4FJ7H4XXGL48,A29R8JAUZ6VLM2,Submitted,Thu Nov 19 17:47:13 PST 2020,Thu Nov 19 18:42:24 PST 2020,Sun Nov 22 18:42:24 PST 2020,,,,3311,0% (0/0),0% (0/0),0% (0/0),gbUBlf,x,,gbUBlf,Completed,115.0
67,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3S96KQ6I9M4VI0CNCJ7Z82LR4NQDTB,AW0K78T4I2T72,Submitted,Thu Nov 19 16:46:19 PST 2020,Thu Nov 19 17:05:11 PST 2020,Sun Nov 22 17:05:11 PST 2020,,,,1132,0% (0/0),0% (0/0),0% (0/0),VoDYZS,x,,VoDYZS,Completed,25.0
68,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3SKRO2GZ71R2NM6O2H9C69XMWDX1K4,ABW8U1U74P8MI,Submitted,Thu Nov 19 16:53:45 PST 2020,Thu Nov 19 17:10:08 PST 2020,Sun Nov 22 17:10:08 PST 2020,,,,983,0% (0/0),0% (0/0),0% (0/0),eMm8j3,x,,eMm8j3,Completed,52.0
69,3VEI3XUCZRXO4Z4RN1OXJX57PY6RPY,3WSO80OI825B2ZWEEP4UF3E3XEE4L4,Predict future events related to criminal activity,Predict whether criminal offenders will commit future crimes based on demographics and criminal history. Earn up to $3 bonus for accuracy ($1.50 average).,"survey, demographics",$2.00,Thu Nov 19 16:46:15 PST 2020,90,BatchId:4256551;OriginalHitTemplateId:920937340;,3600,259200,Thu Nov 19 20:29:48 PST 2020,,,3T111IHZ5EQ6ZVMEWEX2MR1JPHE9RD,A3MXI2O3JZ0TZH,Submitted,Thu Nov 19 16:46:20 PST 2020,Thu Nov 19 17:14:21 PST 2020,Sun Nov 22 17:14:21 PST 2020,,,,1681,0% (0/0),0% (0/0),0% (0/0),edlGmy,x,,edlGmy,Completed,67.0
